timestamp,open,high,low,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,Bollinger_Upper,Bollinger_Lower,MACD,MACD_Signal,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_4,volume_lag_4,close_lag_5,volume_lag_5,close
-1.7231456030268506,-0.36837597907585556,-0.36068222656707627,-0.3819682939430177,1.3948574394140534,-1.7231456030268506,1.0369275867734533,0.30820453847380996,1.2635812679463545,0.9292248207905287,0.0,-0.8579896819957524,-0.8955614555932421,-0.74419397741184,-0.8201099276799296,0.9481189493937018,-0.7278537367592478,-1.0172218525914178,-0.20178932611826408,-0.795819292264205,-0.3683758174884446,3.992261903774515,-0.6558096020467877,1.8560052778252638,-0.9057525078980252,0.05223593207649468,-0.9867236204631445,-0.7057736369503562,-0.9471490807192627,-0.3677592258763604,-0.39589907972598865
-1.705289171907402,-0.38746600386407287,-0.20217853544551534,-0.3326510091434642,2.228689228573461,-1.705289171907402,1.8041399280585964,0.7211266379566595,2.202338344564005,1.7849390854069895,0.0,-0.7716142196785083,-0.8605293033837278,-0.6461539001833748,-0.755442074504771,1.1005820041248955,-0.6046323892133239,-1.0911551562953417,0.06728310621059223,-0.6173000929153546,-0.3874658582370381,1.313922986242978,-0.35832775421182744,3.947403795780918,-0.6458847096085721,1.854369767218999,-0.8966408294792205,0.05797500950898921,-0.9789941520814565,-0.7035205156332086,-0.2566622380185918
-1.6874327407879524,-0.24668823916220178,-0.309658440339993,-0.25177059017849035,-0.20479853388352356,-1.6874327407879524,-0.28433738971824646,-0.4851686686997372,-0.23699207387717855,-0.31064915546863175,0.0,-0.6735279942544754,-0.8275013501962573,-0.5713067736291547,-0.6999611827929837,1.3711333731873008,-0.50925115630222,-1.1359045023526706,0.2542306145624026,-0.4355250817393679,-0.2466897276987725,2.1129016683722575,-0.3775558205019845,1.290670340219033,-0.3465548736269193,3.9479414807272253,-0.6352332078532404,1.8585692686204913,-0.8882585454061472,0.05996123337138258,-0.2845709441758015
-1.6695763096685023,-0.2749054575951471,-0.26781723484090986,-0.24682969525105222,-0.22104398253973198,-1.6695763096685023,-0.2952009548450875,-0.45605785487272593,-0.22239417920038615,-0.29525520188671833,0.0,-0.5851554996360459,-0.7816750191718942,-0.5122266051512542,-0.6509818624563631,1.320798600277145,-0.42819152257868803,-1.1364423446867689,0.384039897237767,-0.2630529634410139,-0.2749069697229625,-0.2188694042869888,-0.23576184500923933,2.0832038695641324,-0.3659023866626396,1.2884473837665693,-0.3341297197692597,3.9503524286004237,-0.6249565442279669,1.8599262618753678,-0.2957936852064244
-1.6517198785490537,-0.28625225860031167,-0.33244906485475684,-0.30928555477580527,0.6172511273309197,-1.6517198785490537,0.39715803689719203,-0.10228862010447957,0.6338894713997845,0.41313146658623384,0.0,-0.513882412415995,-0.752270130487182,-0.4703754509306491,-0.610327038079082,1.2185065106790176,-0.36480953020070134,-1.150433663628129,0.4550112229890591,-0.11028492387548303,-0.2862537802147161,-0.23443581387545182,-0.26418310441417303,-0.22975741360114493,-0.22322757226194062,2.081804443551444,-0.3535918747585897,1.2931303567726564,-0.32167100694674206,3.9509784331931477,-0.32952428573801895
-1.6338634474296039,-0.3203574804574274,-0.2764980816710109,-0.25605365769834715,0.47821089547519824,-1.6338634474296039,0.30051245705178964,-0.38211033685693035,0.5078148145251646,0.32749340955206185,0.0,-0.43802261872981163,-0.7101351031383071,-0.42198926413208704,-0.5655644356666966,1.2738569209378705,-0.2927613727815976,-1.147948962423728,0.5390918346697219,0.02945181323274328,-0.32035727872374314,0.568819627842695,-0.275611955048416,-0.24519825302066253,-0.2518253874832263,-0.23356026350970566,-0.21007165353875057,2.0858096458562363,-0.34127420108490875,1.2946849467199668,-0.25597955159492936
-1.6160070163101559,-0.24599975795253207,-0.32500979682284753,-0.32208263439870766,0.35288265744588243,-1.6160070163101559,0.1717655002792593,-0.22955696981491683,0.286788187116861,0.1176735456941797,0.0,-0.37012061360114545,-0.67549476961136,-0.4028957698413752,-0.536627511042926,1.381524527854652,-0.24744950399237925,-1.1291975157281844,0.5317200663458359,0.13970493464369474,-0.245999494051444,0.43559110063215933,-0.30996202997458705,0.5515775364083887,-0.26332523532505053,-0.2490171476778765,-0.23883892254977582,-0.22757702831051488,-0.19671391159653553,2.087087228327758,-0.3625462092460653
-1.5981505851907063,-0.35374619133552376,-0.3021783532791024,-0.28772103773709923,0.12124600347385138,-1.5981505851907063,-0.010392690737765227,-0.5236090187926752,0.13652613524826251,0.0037871399756144197,0.0,-0.3046618481364479,-0.637072727604202,-0.374947305879652,-0.5034923587115806,1.3691597346247233,-0.1979987411273591,-1.1074293472915564,0.5482586239190608,0.23135404867739764,-0.3537442656547056,0.315501423366204,-0.2350666208082377,0.41942372900238506,-0.297888696485587,0.548586580370772,-0.2504069117088002,-0.24302070755021973,-0.22568965244112157,-0.225491016235799,-0.2984533899280556
-1.580294154071256,-0.2889431164579505,-0.2276802238018119,-0.38657128845344685,3.0967012540956094,-1.580294154071256,2.5274803081153863,1.1949696651447148,3.1012578180487878,2.534583732686821,0.0,-0.2653460014289463,-0.5922498511950002,-0.3512576134969448,-0.47304876282054825,1.269064028821645,-0.1603142871275032,-1.0580241215623496,0.549877938030718,0.30501080315452184,-0.28894288846002114,0.09354688657649668,-0.34359041277332214,0.3003027838629481,-0.22252802925596957,0.4162954504678629,-0.2851751755591523,0.5539016218375772,-0.2373414729819038,-0.2409292985707758,-0.2941753371868778
-1.5624377229518078,-0.2846195245356496,-0.3331974137194207,-0.239086743142139,-0.934058639045603,-1.5624377229518078,-0.9106220487485124,-0.9322654517399569,-0.9528847569209093,-0.9256793626620243,0.0,-0.25459033282791943,-0.5471408542260975,-0.3280795446302964,-0.4433632353852301,1.260072599861396,-0.1275310902193081,-1.0021319896485672,0.548437762190517,0.3636360757015193,-0.28461754106089504,2.944631896507597,-0.2783205061868384,0.08013869647163926,-0.33172598229220907,0.29705072542422667,-0.20936796545342534,0.42172350920826945,-0.27236169692314355,0.5557145405802967,-0.27443980834037535
